GardenSize,OverallQual,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,WoodDeckSF,OpenPorchSF,MS_zoning_RL,ModernityInYears
9429,4,3,3,1005,3,1005,1,0,2,5,1,2,2,0,0,1,54
6395,6,3,3,832,4,832,1,0,4,4,0,2,3,0,0,1,54
5823,6,3,3,1028,5,2320,2,1,4,9,1,1,3,224,0,1,5
21050,6,3,4,1370,3,2624,2,1,3,10,1,3,3,0,0,1,57
9114,8,4,4,908,5,1915,2,1,4,8,1,2,3,120,150,1,14
10080,4,3,3,720,3,1192,1,1,3,6,0,0,0,0,0,1,56
8921,6,4,4,1316,5,1316,2,0,4,6,1,2,3,100,0,1,0
12414,7,3,3,768,3,1986,2,1,3,7,3,2,3,0,42,1,19
55513,5,3,3,747,3,1687,1,0,3,7,2,2,3,0,0,1,60
7080,4,3,4,990,5,990,1,0,3,5,0,0,0,0,0,1,12
8506,6,4,3,528,5,1855,2,1,3,7,1,2,3,113,100,1,13
4567,5,3,3,833,5,833,1,0,4,4,0,1,3,0,0,1,6
11532,8,4,4,1094,5,2482,2,1,4,9,1,3,3,144,39,1,1
6904,6,3,3,1026,4,1026,1,0,4,5,0,2,3,171,48,1,4
6901,5,3,3,864,5,899,1,0,4,5,0,1,3,64,0,1,5
10742,9,5,5,1175,5,2324,3,0,5,11,2,3,3,147,21,1,0
6306,5,3,3,894,3,894,1,0,3,6,0,2,3,215,0,1,37
6437,6,4,4,1575,4,1575,2,0,4,5,0,2,3,0,0,1,15
19091,10,5,5,2444,5,4316,3,1,5,10,2,3,3,382,50,1,12
13175,7,4,4,879,5,1863,2,1,4,9,1,3,3,100,17,1,0
1740,5,3,3,757,5,1475,2,0,3,6,1,1,3,104,26,0,29
3578,6,4,4,848,5,848,1,0,4,3,1,2,3,149,0,0,4
6210,7,3,3,918,4,1646,2,0,3,7,2,1,3,0,0,1,57
17986,7,4,4,1392,5,2462,2,1,4,9,1,2,3,239,132,1,0
7814,4,3,3,951,5,951,1,0,3,6,0,1,3,0,28,0,56
3687,7,4,4,1314,5,1314,2,0,4,6,1,2,3,172,62,1,1
7210,7,4,4,1604,5,1604,2,1,4,8,1,2,3,123,110,1,3
163041,5,3,3,1499,5,1786,2,0,3,7,2,2,3,670,0,1,43
9716,3,3,3,672,3,1214,1,0,3,6,0,3,3,216,0,1,56
11322,5,3,3,1134,5,1803,2,0,3,8,1,2,3,0,0,1,6
10200,10,5,5,2006,5,2020,2,1,5,9,1,3,3,156,54,1,0
10379,7,4,4,1504,5,1504,2,0,4,6,1,2,3,115,66,1,13
51814,8,5,4,1650,5,3279,3,1,5,12,1,3,3,503,36,1,7
6710,7,3,4,1309,3,1339,2,0,3,6,1,2,4,0,58,1,16
7876,7,3,4,756,5,1547,2,1,4,7,0,2,3,169,45,0,1
7316,7,4,4,1240,5,1240,2,0,4,5,0,3,3,140,93,1,1
10744,6,3,3,1244,5,1244,1,1,3,6,2,1,3,0,40,1,50
7947,8,4,4,1777,5,1795,2,0,4,7,1,2,3,171,159,1,6
8081,6,3,4,1158,4,1167,2,0,4,6,0,2,3,120,26,1,17
11546,7,4,4,847,5,1948,2,1,4,8,1,2,3,100,48,1,1
13198,8,4,4,967,5,1908,2,1,4,9,0,2,3,135,0,1,8
4498,6,3,3,901,4,1198,1,0,3,7,0,0,0,0,98,0,10
13001,8,4,5,1976,5,1976,2,0,4,7,1,3,3,250,63,1,0
9096,4,3,3,686,2,1328,1,0,3,8,0,1,3,0,172,0,56
5105,5,3,3,768,3,1015,1,0,3,6,0,1,3,0,0,0,56
7859,6,3,3,1261,5,1261,1,0,3,6,1,2,3,0,0,1,50
9692,6,3,3,602,3,1502,1,1,4,7,2,1,3,96,0,1,11
10992,6,3,3,708,4,1416,2,1,3,7,1,2,3,0,169,1,38
5940,6,3,3,1214,5,2291,2,0,3,9,1,2,3,0,0,0,9
4992,5,3,3,1008,5,1522,2,0,3,7,0,0,0,0,0,1,56
5272,5,3,5,980,2,1148,1,0,3,6,0,1,3,0,0,1,54
10275,6,3,3,1442,3,1442,2,0,3,6,1,2,3,371,0,1,39
12248,6,3,4,1602,4,1252,1,0,3,4,1,2,3,409,0,1,33
9267,4,3,3,864,5,948,1,0,3,5,0,1,3,0,0,1,53
8639,5,3,3,1078,4,1078,1,0,4,5,0,1,3,366,0,1,14
2037,7,4,4,1145,5,1145,2,0,4,5,1,2,3,100,16,1,3
10662,8,5,5,2042,5,2042,2,1,5,8,1,3,3,0,90,1,0
6916,7,4,4,1473,5,1484,2,0,4,7,0,2,3,0,35,1,5
14596,7,4,4,788,5,1490,2,1,4,8,1,2,3,100,75,1,3
10759,5,3,4,1484,4,1484,2,0,3,7,1,2,3,224,0,1,36
9949,5,3,4,1392,3,1392,1,1,3,5,1,2,3,0,0,1,14
7471,7,4,4,728,5,1456,2,1,4,7,1,2,3,36,18,1,3
8236,5,3,3,864,3,864,1,0,3,5,0,2,3,0,0,1,48
5923,6,3,3,1056,4,1056,0,0,3,4,0,2,3,264,56,1,30
8917,8,4,4,1165,5,2526,2,1,4,8,1,3,3,309,78,1,12
10271,6,3,4,1029,3,1062,1,0,3,5,2,2,3,120,0,1,31
10524,5,3,3,1092,3,1092,1,0,3,6,1,1,3,0,20,1,47
5856,6,3,3,912,4,912,1,0,4,5,0,1,3,168,0,1,12
2660,7,3,4,600,5,1200,2,1,4,4,0,2,3,0,166,0,1
7733,6,4,4,728,5,1456,2,1,4,8,1,2,3,0,24,1,0
6349,7,3,4,776,3,1502,1,1,3,6,1,1,3,0,0,1,8
5320,2,2,3,264,2,800,1,0,2,4,1,0,0,0,0,0,59
8543,5,3,3,1063,5,1287,1,0,4,7,1,2,3,364,17,1,4
6122,5,3,3,740,5,778,1,0,3,4,1,1,5,0,25,0,53
8954,5,4,3,1053,5,1053,1,1,4,5,0,1,3,0,0,1,2
8883,7,4,4,1176,5,1200,2,0,4,5,0,2,3,0,41,1,6
8956,6,3,3,778,3,1489,2,0,3,7,1,1,3,335,0,1,59
5850,4,3,3,1040,3,1120,1,1,2,5,0,2,3,168,0,1,46
11304,7,4,5,1434,5,2149,1,1,4,6,1,2,3,168,43,1,6
12316,8,4,4,1986,5,1987,2,0,4,7,1,2,3,262,36,1,14
8740,6,3,3,822,4,1851,2,1,4,7,1,2,3,239,42,1,14
7372,9,4,5,1462,5,2224,2,1,5,10,1,3,3,184,0,1,4
12253,8,4,4,1935,4,1973,2,0,4,9,1,3,3,315,45,1,1
13115,8,4,4,1145,5,2198,2,1,4,9,1,3,3,192,84,1,8
1678,7,4,4,1346,5,1504,2,0,4,7,1,2,3,156,0,1,3
7082,5,3,4,990,5,990,1,0,3,5,0,2,3,0,64,1,14
4574,5,3,3,926,3,1316,1,0,3,6,0,2,3,0,0,0,9
16289,5,3,3,1466,3,1466,1,1,2,6,2,2,3,0,140,1,47
7078,7,4,4,1422,5,1422,2,0,4,7,0,2,3,192,60,1,3
2664,7,4,5,1258,5,1258,2,0,4,6,1,3,3,144,16,1,0
9820,5,3,3,1680,2,1680,2,0,3,8,0,2,3,0,0,1,31
3587,6,4,4,848,5,848,1,0,4,3,1,2,3,140,0,0,2
8426,5,3,4,1099,5,1099,1,1,4,6,0,1,3,278,0,1,2
2387,7,4,4,976,5,1708,2,0,4,7,0,2,3,0,40,0,2
16711,7,3,3,1470,5,3493,3,0,4,10,1,3,3,302,0,0,6
8499,8,4,5,1466,5,2828,3,0,4,11,1,3,3,125,144,1,0
213209,7,3,4,2136,3,2036,2,0,3,8,2,2,3,0,0,1,44
5344,5,3,4,896,4,1344,1,0,3,7,0,1,3,200,114,0,56
7648,5,3,3,832,3,1216,1,0,3,6,0,1,3,158,0,1,58
13075,6,3,4,794,4,1470,2,0,3,6,0,2,3,0,75,1,10
7564,5,3,3,915,3,1167,1,0,3,6,1,2,3,0,0,1,57
6082,7,4,4,1232,5,1232,2,0,4,6,0,2,3,132,0,1,2
6731,5,3,3,1144,4,1144,1,0,3,6,0,2,3,0,0,1,47
5318,8,4,4,1488,3,1502,1,1,4,4,0,2,3,0,54,1,25
6974,6,3,4,918,3,918,2,0,3,5,1,1,3,28,0,1,31
8324,8,4,4,2109,5,2113,2,1,4,7,1,3,3,236,46,1,13
7013,7,4,4,1092,5,1550,2,0,4,7,0,2,3,0,168,0,2
5424,7,4,4,1368,5,1368,2,0,4,6,1,2,3,132,35,1,0
15010,9,3,5,1249,5,2596,3,1,4,9,0,3,3,240,154,1,0
6221,5,3,3,1029,3,1339,1,0,3,6,0,1,3,0,0,1,44
3872,7,4,4,1190,4,2090,2,0,4,6,1,2,3,219,0,1,23
12286,8,4,5,1117,5,2452,3,1,4,9,1,3,3,113,32,1,1
13189,7,4,4,1670,5,1670,2,0,4,7,1,3,3,144,60,1,0
27538,5,3,3,1013,3,2126,2,1,3,7,0,2,3,486,0,1,42
5859,6,3,4,1278,4,1294,2,0,4,6,0,2,3,112,51,1,17
14736,6,3,4,840,5,1680,2,0,3,8,0,1,3,0,0,1,32
7505,5,3,3,1272,4,2200,2,2,3,9,0,0,0,0,70,1,5
10394,5,3,3,1051,3,1159,1,1,3,7,1,1,3,466,0,1,38
10929,8,4,4,1318,5,2531,2,1,4,9,1,3,3,222,98,1,12
4897,6,3,3,1103,4,1103,1,0,4,5,1,2,3,166,120,0,26
8528,7,3,4,1845,4,1872,2,0,3,6,1,2,3,197,39,1,18
10949,7,4,4,847,5,1959,2,1,4,8,1,2,3,100,48,1,2
8448,6,3,3,1372,3,1342,2,0,3,7,1,2,3,0,0,1,42
896,4,3,4,630,3,630,1,0,4,3,0,1,3,0,0,0,7
10140,6,3,3,1200,3,1200,1,0,3,7,0,1,2,0,0,0,56
1504,6,3,4,804,3,1548,2,1,4,7,1,2,3,48,0,1,31
16141,5,3,3,1763,3,1779,1,1,3,6,1,2,3,0,418,1,32
10920,5,3,3,978,3,1422,1,0,3,6,1,1,3,0,0,1,29
9333,7,4,4,874,5,1761,3,0,4,7,0,2,3,144,105,0,0
11373,5,3,3,1728,3,1728,2,0,3,10,0,2,3,0,0,1,43
7575,7,4,4,1525,5,1525,2,0,4,6,0,2,3,219,36,1,6
9495,4,3,0,0,3,1296,2,0,3,6,0,2,3,0,0,1,39
3548,5,3,3,672,5,840,1,0,3,5,1,0,0,0,0,0,57
10050,8,4,4,1753,5,1788,2,0,5,7,1,2,3,202,151,1,8
10927,8,4,4,1225,5,2612,2,1,4,8,1,3,3,250,0,1,10
3970,6,3,4,958,3,958,2,0,3,5,0,2,3,0,60,1,33
9021,8,4,4,853,3,2727,2,1,4,10,2,2,3,0,74,1,13
6398,5,3,3,952,3,952,1,0,3,4,0,2,3,0,0,1,57
8096,6,3,4,750,5,1500,2,1,4,6,0,2,3,0,35,1,0
9469,6,4,3,1252,5,1252,1,0,4,7,0,2,3,0,39,1,49
7326,8,4,4,1300,5,1314,2,0,4,6,0,2,3,135,112,0,0
6688,5,3,3,896,5,2008,3,0,5,8,0,1,3,103,0,1,4
1348,6,4,4,756,5,1525,2,1,4,5,1,2,3,0,0,0,7
15016,8,4,4,1028,5,2452,2,1,4,9,1,2,3,208,50,1,8
9464,8,4,4,3200,5,3228,3,0,4,10,1,2,3,264,75,1,14
1050,5,3,3,630,3,1302,2,1,3,6,0,1,3,185,0,0,37
7039,5,3,3,952,5,1211,1,0,3,5,1,1,3,0,63,1,40
8120,7,4,4,1630,5,1630,2,0,4,6,1,2,3,74,234,1,8
8931,7,4,4,1264,5,2344,2,1,4,7,1,3,3,220,0,1,12
9104,5,3,3,1048,3,1048,1,0,3,6,0,1,3,0,20,1,51
11632,6,3,4,1478,5,1493,2,0,4,7,1,2,3,140,39,1,10
11229,8,4,5,774,5,1968,2,1,5,8,1,3,3,0,75,1,0
10237,6,3,3,1004,5,1004,1,0,3,5,1,2,3,0,0,1,40
7252,6,3,3,690,3,1426,1,1,3,6,0,2,3,252,0,1,32
6476,5,3,4,768,5,768,1,0,3,5,0,2,3,104,0,1,37
8451,5,3,3,1486,5,1486,1,0,3,7,0,2,3,0,0,1,10
8758,5,3,3,702,4,1472,1,0,4,6,0,1,2,0,0,0,13
5892,4,3,4,1132,5,1132,1,1,4,5,0,2,3,252,64,1,3
9328,6,3,3,1040,5,1846,2,0,3,7,1,1,3,0,0,1,57
6349,5,3,3,858,4,858,1,0,3,4,0,0,0,117,0,1,2
8767,10,5,5,2633,5,2633,2,1,5,8,2,3,3,314,140,1,5
8144,8,4,4,1468,5,1468,2,0,4,6,1,3,3,210,150,1,0
11552,9,5,5,1926,5,3140,3,1,5,11,2,3,3,144,78,1,0
1050,5,3,3,630,3,1302,2,1,3,6,0,1,3,0,0,0,38
6300,5,3,3,900,3,900,1,0,4,5,0,2,3,222,32,1,10
5096,6,4,3,884,4,904,1,0,3,4,0,1,3,0,0,0,5
14537,6,4,3,1844,4,1844,2,0,4,7,1,2,3,0,73,1,37
1627,7,4,4,1373,5,1555,2,0,4,7,1,2,3,143,20,1,3
7235,5,3,3,1297,4,1297,1,0,3,5,1,2,3,0,0,1,19
8008,4,3,3,576,4,1140,1,0,3,7,0,0,0,0,160,0,6
14064,9,4,5,1992,5,2868,3,1,5,11,1,3,3,214,108,1,0
8459,6,4,4,832,5,1710,2,1,4,7,0,2,3,144,70,1,15
10643,8,3,4,792,2,1517,1,0,4,7,2,2,3,0,0,1,56
16274,5,3,3,1126,2,1126,2,0,3,5,1,2,3,295,41,1,29
6670,8,4,4,1419,5,1419,2,0,4,7,1,2,3,140,0,1,0
6386,6,3,3,896,4,1913,1,1,3,9,1,2,2,0,0,1,59
11159,8,5,5,1518,5,1518,1,1,5,6,1,2,3,185,140,1,4
23790,6,3,4,841,5,1675,2,1,3,7,1,2,3,0,103,1,10
8177,6,4,3,901,3,1876,2,1,4,8,1,2,3,0,69,1,34
6171,6,3,3,912,3,1236,1,0,3,6,0,2,3,0,158,0,14
8856,6,4,4,1510,5,2792,2,0,3,8,2,2,3,0,547,0,58
3604,4,3,3,1196,5,1196,1,0,3,5,0,2,3,0,0,0,17
9888,6,3,4,1232,3,1232,2,0,3,6,0,2,3,0,0,1,24
6363,5,3,3,1057,3,1057,1,0,3,6,0,2,3,0,0,1,45
10837,8,4,4,1624,5,1624,2,0,4,5,1,3,3,0,114,1,11
11547,7,4,4,847,5,1733,2,1,4,7,1,2,3,100,48,1,4
1864,7,4,4,764,5,1626,2,1,4,6,0,2,3,0,27,1,7
10627,5,3,3,1109,3,1155,1,0,4,6,0,2,3,192,0,1,15
2388,6,4,4,612,5,1224,2,1,4,4,0,2,3,0,234,0,0
13706,6,3,3,825,4,1993,2,1,3,8,1,2,3,0,66,1,35
12530,7,4,4,916,5,1861,2,1,4,8,0,2,3,146,91,1,4
8559,5,3,3,1041,5,1041,1,0,3,6,0,1,3,224,88,1,50
8568,6,3,3,1032,3,1252,1,0,3,6,0,1,3,0,0,1,58
8544,5,3,3,2136,3,2136,2,0,3,7,0,2,3,0,30,1,55
9176,7,3,4,1226,5,1226,2,0,4,6,0,3,3,0,36,1,1
7880,5,3,3,840,3,860,1,0,3,4,0,2,3,0,0,1,27
9308,7,3,4,832,3,1664,2,1,3,8,1,2,3,0,28,1,30
11508,4,3,4,672,2,924,1,0,2,5,0,1,3,0,0,1,60
48429,9,4,5,1842,4,1842,0,1,4,5,1,3,3,857,72,1,19
12181,8,4,5,1710,5,1710,2,0,4,6,1,3,3,0,102,1,0
10925,8,4,4,1141,4,2263,2,1,4,10,1,2,3,144,123,1,8
10094,4,3,3,777,4,2290,2,0,3,11,0,2,3,0,0,0,60
11393,4,3,3,1100,3,1100,1,0,3,6,1,1,3,355,0,1,48
10808,6,3,3,1205,5,2117,2,1,3,7,2,2,3,0,42,1,38
8707,5,3,3,698,5,698,1,0,3,4,0,0,0,0,200,1,1
5098,7,3,3,952,4,1774,2,0,3,8,2,2,3,90,0,0,58
7590,8,4,4,810,5,1665,2,1,4,6,0,2,3,0,45,1,8
10878,5,3,3,924,5,1122,1,0,4,6,0,2,3,0,36,0,3
17106,3,2,3,894,3,894,1,0,3,6,0,3,3,0,20,0,58
8415,6,4,5,872,5,1756,2,1,3,7,0,2,3,144,122,1,10
8048,6,3,4,1302,5,1302,2,0,4,7,0,1,3,333,0,1,16
5898,5,3,0,0,3,2240,2,0,3,12,0,2,3,154,0,1,30
4701,5,3,3,661,5,1250,2,0,3,8,1,2,3,242,0,1,4
12571,7,4,4,1156,5,1717,2,1,4,7,1,2,3,168,36,1,16
10014,5,3,3,984,5,1604,2,0,3,6,0,2,3,0,68,1,49
9388,6,3,3,732,4,1790,1,2,3,8,1,2,3,148,0,1,34
5463,6,3,3,972,4,1577,1,0,2,6,1,1,3,0,0,1,56
8984,5,3,3,864,3,874,1,0,3,5,0,1,3,33,0,1,41
7259,6,3,4,506,3,1212,1,0,3,6,1,2,3,292,12,1,11
9387,5,3,3,969,3,969,1,1,3,5,0,2,3,0,0,1,32
2603,6,3,4,547,5,1072,1,0,3,5,0,2,3,0,28,0,3
5993,7,4,4,1057,5,1929,2,1,4,7,1,2,3,0,235,0,6
24954,5,3,3,1188,3,1188,1,0,3,6,0,1,3,261,39,1,48
9599,7,4,4,1026,5,1958,2,1,4,9,1,3,3,154,210,0,3
5072,5,3,3,928,4,928,1,0,3,5,0,1,3,0,0,0,51
12013,7,3,4,964,4,2236,2,1,4,8,1,2,3,0,0,1,9
9034,5,3,3,954,3,2414,2,0,3,10,1,2,2,142,0,1,36
5907,3,3,0,0,3,720,1,0,3,4,0,1,2,0,0,1,58
3392,7,4,4,625,5,1250,2,1,4,5,0,2,3,0,54,0,1
5245,5,3,3,715,3,875,1,0,3,5,0,1,3,48,0,0,16
9528,5,3,3,672,5,672,1,0,3,4,0,1,3,168,0,1,11
6157,6,3,4,979,3,1958,2,0,3,8,0,2,3,0,0,0,57
8967,8,4,4,1657,5,1668,2,0,4,8,1,2,3,0,262,1,7
11242,7,3,4,793,3,1935,2,1,3,7,1,2,3,0,113,1,31
11139,6,3,3,715,2,1660,1,1,3,6,1,1,3,0,0,1,13
8730,7,3,4,1188,5,1217,2,0,4,6,0,2,3,168,27,1,18
5128,7,3,3,572,3,1111,1,0,3,5,1,1,3,0,0,0,58
9344,6,3,3,588,5,1138,1,0,3,6,0,1,3,224,0,1,49
6914,4,3,3,1029,4,1029,1,0,3,5,0,1,3,64,0,1,46
8834,7,4,4,1490,5,1501,2,0,4,6,0,2,3,144,29,1,10
7742,6,3,4,1479,5,1494,2,0,4,6,0,2,3,168,27,1,9
1916,7,4,4,1266,5,1266,2,0,4,6,1,2,3,100,16,1,1
24059,8,4,3,1360,4,3112,2,0,4,8,1,2,3,0,16,1,16
6258,5,3,3,892,3,892,1,0,3,5,0,1,3,0,0,1,42
8849,7,3,4,1160,5,2022,2,1,3,8,1,2,3,288,117,1,31
15191,7,3,3,795,2,2263,2,1,4,9,1,2,3,0,250,1,12
8129,7,3,4,935,4,1632,2,1,3,8,1,2,3,0,28,1,8
13675,8,4,4,1260,5,1288,1,1,5,4,2,2,3,120,30,1,12
8384,6,3,3,1080,4,1080,1,0,3,5,0,1,3,0,0,1,50
6480,5,3,3,931,3,1283,1,0,3,6,0,2,3,0,0,1,28
6135,6,3,2,617,4,1310,2,0,3,6,0,1,3,0,0,1,56
6541,5,3,3,1559,4,1559,1,0,3,5,0,2,3,0,116,0,34
8234,6,3,2,1020,4,1928,2,0,2,9,0,1,1,0,60,0,56
15300,7,3,4,1392,3,2784,3,1,4,12,2,2,3,0,112,1,28
8642,7,3,4,1108,5,2097,2,1,4,8,1,2,3,253,170,1,8
12798,7,3,3,864,3,1820,1,2,4,8,2,2,3,60,84,1,20
52028,6,4,4,1580,5,1953,2,1,4,9,2,2,3,216,231,1,15
34918,5,3,3,1624,2,1582,2,0,3,7,0,2,3,168,198,1,42
5857,5,3,3,1040,5,1040,1,1,3,6,0,1,3,0,104,1,0
1762,7,4,4,1248,5,1248,2,0,4,5,0,2,3,108,0,1,0
11860,8,4,4,1952,4,2704,2,1,5,9,3,2,3,269,111,1,14
8338,6,3,4,1262,5,1262,2,0,3,6,1,2,3,298,0,1,31
8683,7,4,5,1264,5,2696,2,1,5,10,1,3,3,120,184,1,0
2891,7,4,4,1391,5,1391,2,0,4,5,0,2,3,156,158,0,4
9579,6,3,2,482,5,1912,2,0,3,7,1,2,3,0,25,0,8
6432,5,3,4,768,4,768,1,0,3,5,0,1,3,192,0,1,6
7760,5,3,4,1040,3,1040,2,0,4,5,0,2,3,0,0,1,1
12994,8,4,4,1753,5,1787,2,0,4,7,1,3,3,198,150,1,4
10668,4,3,3,1440,3,1440,2,0,2,8,0,0,0,0,0,1,53
5562,5,3,3,780,4,1020,1,0,3,6,0,0,0,0,0,1,14
3196,5,3,2,864,5,864,1,0,3,4,0,0,0,0,96,1,59
18799,8,4,5,2077,5,2097,1,1,5,8,1,3,3,192,267,1,0
3425,4,3,3,693,2,693,1,0,2,4,0,0,0,0,20,0,56
8421,7,4,4,856,5,1166,2,0,4,5,0,2,3,212,0,1,3
7348,3,3,3,864,3,864,1,0,3,5,0,1,2,0,0,1,60
7912,8,4,4,1088,5,1959,2,1,4,8,1,3,3,208,46,0,1
1306,4,3,4,630,4,630,1,0,3,3,0,0,0,0,0,0,37
3401,3,4,3,270,4,729,1,0,3,5,0,0,0,0,0,1,5
8488,6,3,3,912,3,1824,2,2,3,8,0,0,0,128,0,1,39
10211,7,4,4,1428,5,1428,2,0,4,6,0,2,3,0,120,0,0
10566,5,3,4,1040,3,2080,1,2,2,9,2,2,3,335,0,1,38
8194,5,3,3,1056,3,1056,1,0,3,6,0,1,3,390,0,1,2
6212,5,3,3,876,3,988,1,0,3,6,0,1,3,0,80,1,57
18115,6,4,4,697,3,2201,2,0,4,8,1,2,4,586,236,1,40
5281,6,3,3,884,3,1367,1,0,3,6,1,1,3,0,0,0,57
14702,7,4,4,1482,5,1494,2,0,4,5,1,2,3,402,25,1,9
6912,6,3,3,660,5,1285,1,1,3,7,1,2,3,138,0,1,30
6152,5,3,0,0,4,1048,1,0,3,7,0,2,3,0,27,1,58
6178,5,3,3,1022,3,1022,1,0,3,4,0,1,3,0,30,0,3
10143,4,3,3,637,4,1336,1,1,3,7,0,1,3,0,47,0,56
1596,6,3,4,1291,5,1291,1,0,4,6,1,2,3,307,0,1,11
2901,7,4,4,689,5,1392,2,0,4,5,0,2,3,0,102,0,1
7227,6,3,4,773,4,1658,2,1,3,8,1,2,3,224,84,1,12
11196,9,5,5,2002,5,2018,2,0,5,10,1,3,3,144,76,1,1
33561,5,3,3,1572,4,1572,1,1,3,5,2,3,3,0,263,1,44
6234,7,4,4,1257,5,1266,2,0,4,6,1,2,3,38,144,0,1
3582,8,4,4,1338,5,1338,2,0,4,6,0,2,3,0,0,1,9
10003,8,4,4,969,5,2285,2,1,4,8,1,3,3,0,56,1,7
7301,6,3,4,728,5,1456,2,1,4,8,0,2,3,100,24,1,3
7317,4,3,0,0,3,1529,2,0,3,9,0,1,3,92,0,1,59
8389,6,3,3,858,5,1716,1,1,3,8,1,2,3,0,84,1,46
6759,5,3,3,999,4,999,1,0,4,6,0,1,3,0,132,1,6
9085,6,5,4,680,4,1470,2,1,3,6,1,2,3,232,63,1,16
6186,7,4,4,1199,5,1220,2,0,4,6,0,2,3,105,54,1,0
12180,7,4,4,1095,5,2295,2,1,4,9,1,2,3,0,40,1,6
3022,7,4,4,691,5,1452,2,1,4,6,0,2,3,0,34,0,7
11422,5,3,4,520,5,1464,2,0,3,6,1,2,3,302,0,1,10
7268,7,4,5,1372,5,1372,2,0,4,6,0,2,3,0,140,0,0
7346,6,3,3,1059,3,1068,1,0,3,6,0,1,3,192,0,1,3
847,4,3,4,630,3,630,1,0,3,3,0,1,3,0,0,0,39
11977,5,3,3,1140,3,1696,1,1,3,8,1,1,3,0,30,1,45
7457,5,3,0,0,3,882,1,0,3,5,0,1,3,0,0,1,48
7512,6,3,4,650,3,1564,2,1,3,7,1,2,3,0,50,1,29
7946,6,3,4,804,5,1682,2,1,4,7,0,2,3,0,77,1,12
6714,5,3,3,864,3,1812,2,0,3,8,1,1,3,0,168,1,45
11525,6,3,4,983,5,1750,2,0,3,7,0,1,3,245,0,1,23
12581,6,3,4,1114,5,1114,1,0,4,6,0,2,3,0,78,1,4
9452,7,3,4,1053,3,1173,2,0,4,6,2,2,3,0,120,1,36
1008,6,3,3,672,4,1218,1,1,3,7,0,1,3,0,28,0,34
10013,5,3,3,780,5,1620,2,1,3,7,0,2,3,208,0,1,38
7282,5,3,4,1120,5,1120,1,0,3,6,0,0,0,0,30,1,0
10685,6,3,4,1330,3,2872,2,1,3,11,1,2,3,550,282,1,13
20015,6,4,4,880,5,1680,2,0,4,5,1,2,3,292,44,1,2
15575,7,4,4,1195,4,1839,2,1,3,7,0,2,3,0,81,1,12
9790,5,3,3,458,2,835,1,0,3,5,0,1,3,0,0,1,60
10846,7,4,4,1417,5,1428,2,0,5,6,0,2,3,0,60,1,0
9314,6,3,3,1064,5,1639,1,0,3,6,0,1,3,0,0,1,58
7956,5,3,3,1214,5,1214,1,0,3,6,0,2,2,0,0,1,42
6583,5,3,2,810,2,1456,1,0,3,7,1,1,3,0,0,1,56
28980,7,4,4,973,5,1850,2,1,4,7,1,2,3,168,98,1,15
7459,8,4,4,1466,5,1466,2,0,4,7,0,3,3,100,18,1,2
6622,7,3,4,1237,4,1253,2,0,3,6,1,2,3,220,21,1,11
7425,4,3,4,1121,5,1121,2,0,3,5,0,2,3,132,64,0,6
8614,5,3,3,1461,4,1721,2,1,3,7,1,2,3,0,96,1,13
8373,6,3,3,816,3,1977,1,1,3,9,1,2,3,0,52,1,29
7334,6,3,3,1088,5,1324,2,0,3,6,1,2,3,0,138,1,41
9982,7,4,4,384,4,1472,2,1,4,7,1,2,3,164,0,1,15
7566,6,3,3,1194,3,1194,1,0,3,6,0,1,3,0,0,1,51
9538,9,4,5,1856,5,1856,1,1,5,8,1,3,3,113,0,1,0
8919,5,3,3,882,3,900,1,0,3,5,0,1,3,0,0,1,43
7404,5,3,3,756,2,1134,1,1,3,7,0,1,3,0,0,1,57
11405,6,3,5,804,5,1961,2,1,4,7,1,2,3,125,192,1,7
3587,6,4,4,848,5,848,1,0,4,4,0,2,3,140,0,0,6
11642,4,3,4,1198,3,1258,0,2,3,6,0,2,3,120,0,1,39
9492,8,4,4,1082,5,1953,2,1,4,9,1,3,3,160,50,0,3
6649,6,3,3,756,3,1839,1,1,3,7,1,2,3,0,124,1,44
5074,6,4,3,816,5,816,1,0,3,5,0,1,3,0,0,0,1
10106,4,3,0,0,3,1294,2,0,3,7,0,0,0,220,114,1,8
8318,7,3,4,1057,5,2034,2,1,4,8,0,2,3,576,36,1,11
9667,6,3,3,1253,3,1253,1,1,3,5,1,1,3,0,213,1,48
3935,8,5,5,1600,5,1652,2,0,4,5,1,2,3,162,53,0,0
12694,7,4,5,1306,5,2260,2,1,4,7,0,2,3,296,44,1,13
14850,6,4,4,728,4,1456,2,1,3,8,0,2,3,0,0,1,0
7116,6,3,4,982,5,1800,2,1,3,7,1,2,3,100,63,1,9
9602,5,3,2,660,5,1656,2,1,3,8,0,1,2,0,0,1,22
8055,8,4,4,1494,5,1494,1,1,5,6,1,2,3,0,30,1,10
7014,7,4,4,1436,5,1436,2,0,4,8,0,2,3,139,98,1,4
8793,7,4,4,1117,5,2013,2,1,3,8,1,2,3,180,130,1,10
14774,5,3,3,1096,5,1096,1,0,3,6,0,1,3,240,32,1,37
6136,5,4,3,864,5,864,1,0,3,6,0,1,3,0,0,1,4
7599,7,4,4,1536,5,1536,2,0,4,7,0,2,3,192,74,1,5
